WORK_RECOMMENDATION_DTL_ID_A,WORK_RECOMMENDATION_DTL_ID_B,district,category,text_similarity,days_apart,amount_ratio,same_vendor,spatial_compatibility,match_typology,duplicate_suspicion_score,description_A,description_B,reason
303322.0,303327.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Normal/Others,0.875,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.206,CONSTRUCTION OF ROAD AT SONEGAON BORI TA. NAGPUR FROM MAIN ROAD TO MR. SHANKAR KHAPNE  HOME,"CONSTRUCTION OF ROAD AT SONEGAON BRI, TA. NAGPUR MR. RAHUL GANVIR TO MR. NARAYAN MANDAWGADE HOME",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Sonegaon Bori vs Sonegaon Bri); low duplicate risk.
303327.0,303334.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Normal/Others,0.872,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.206,"CONSTRUCTION OF ROAD AT SONEGAON BRI, TA. NAGPUR MR. RAHUL GANVIR TO MR. NARAYAN MANDAWGADE HOME","CONSTRUCTION OF ROAD AT SONEGAON BORI, TA. NAGPUR MR. SHARAD RAMTEKE TO MR. MAHENDRA BHONGADE HOME",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Sonegaon Bri vs Sonegaon Bori); low duplicate risk.
298634.0,298635.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Normal/Others,0.876,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.206,"Erection of a meeting pavilion on Municipal Corporation land at Shanipar Mandal, Kavathe Adda, within the Pune Lok Sabha constituency.","Erection of a meeting pavilion on the Municipal Corporation's land at Hamal Talim, Bhavani Peth, within the Pune Lok Sabha constituency.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Shanipar Mandal vs Hamal Talim); low duplicate risk.
259004.0,259007.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.944,0,0.577,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.206,"Installation of cement concrete benches at various places under Gram Panchayat Pipri (Meghe),  Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Nalwadi, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Pipri (Meghe) vs Nalwadi); low duplicate risk.
247606.0,247607.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Normal/Others,0.871,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.206,"CONSTRUCTION OF CEMENT ROAD WITH DRAIN UNDER VILLAGE AADKA, TA. KAMPTEE","CONSTRUCTION OF CONCRETE ROAD WITH DRAIN UNDER CHIKHALI VILLAGE, TA. KAMPTEE","Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Aadka, Drain Under vs Chikhali, Under Chikhali); low duplicate risk."
259006.0,259011.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.95,0,0.54,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.206,"Installation of cement concrete benches at various places under Gram Panchayat Sidi (Meghe), Ta. Dist. Wardha.",Installation of cement concrete benches at various places under Gram Panchayat Mhasala Ta. Dist. Wardha.,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Sidi (Meghe) vs Mhasala); low duplicate risk.
197436.0,197468.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.889,0,0.909,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.206,"Installation of cement concrete benches for citizens to sit in front of Gujarati Bhavan, Government open space, Ward No. 8, Wardha city","Installation of cement concrete benches for citizens to sit at Kejaji Chowk, Bhagat Singh Chowk, Mahavir Bagicha,Ward No. 7, Wardha city",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 8 vs 7); low duplicate risk.
298891.0,298893.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Normal/Others,0.868,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.205,Construction of a library building on Municipal Corporation land at Dattawadi in the Pune Lok Sabha constituency. (SC),"Construction of a library building on Municipal Corporation land at Shivtej Mitra Mandal, Navi Peth, within the Pune Lok Sabha constituency.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Dattawadi vs Shivtej Mitra Mandal); low duplicate risk.
197434.0,197436.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.895,0,0.846,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.205,Installation of cement concrete benches for citizens to sit in public places in front of Shri. Sambhaji Maharaj Garden in Ward No. 4 of Wardha city,"Installation of cement concrete benches for citizens to sit in front of Gujarati Bhavan, Government open space, Ward No. 8, Wardha city",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 4 vs 8); low duplicate risk.
210253.0,210260.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Normal/Others,0.86,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.204,Construction of a bus stop at Gadikhana in Pune Lok Sabha Constituency.,"Construction of a bus stop at Yerwada Metro Station in Pune Lok Sabha Constituency.
",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct landmarks: Gadikhana vs Yerwada Metro Station); low duplicate risk.
259004.0,259006.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.964,0,0.377,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.204,"Installation of cement concrete benches at various places under Gram Panchayat Pipri (Meghe),  Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sidi (Meghe), Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Pipri (Meghe) vs Sidi (Meghe)); low duplicate risk.
197435.0,197436.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.884,0,0.846,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.204,"Installation of cement concrete benches for citizens to sit in Ward No. 7 Golbazar Chowk, Government open space in Wardha city","Installation of cement concrete benches for citizens to sit in front of Gujarati Bhavan, Government open space, Ward No. 8, Wardha city",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 7 vs 8); low duplicate risk.
285073.0,285076.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.863,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.204,"Borewell work at Borgaon (Meghe), Ward No. 3, Ganesh Nagar, Wardha.","Borewell work at the Om Ganesh Temple in Swapna Nagari, Sindi (Meghe), Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Borgaon (Meghe) vs The Om Ganesh Temple In Swapna Nagari); low duplicate risk.
259006.0,259010.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.938,0,0.54,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.204,"Installation of cement concrete benches at various places under Gram Panchayat Sidi (Meghe), Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sevagram, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Sidi (Meghe) vs Sevagram); low duplicate risk.
197434.0,197435.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.85,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.203,Installation of cement concrete benches for citizens to sit in public places in front of Shri. Sambhaji Maharaj Garden in Ward No. 4 of Wardha city,"Installation of cement concrete benches for citizens to sit in Ward No. 7 Golbazar Chowk, Government open space in Wardha city",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 4 vs 7); low duplicate risk.
259006.0,259008.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.965,0,0.34,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.203,"Installation of cement concrete benches at various places under Gram Panchayat Sidi (Meghe), Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Paloti, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Sidi (Meghe) vs Paloti); low duplicate risk.
197435.0,197468.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.893,0,0.769,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.203,"Installation of cement concrete benches for citizens to sit in Ward No. 7 Golbazar Chowk, Government open space in Wardha city","Installation of cement concrete benches for citizens to sit at Kejaji Chowk, Bhagat Singh Chowk, Mahavir Bagicha,Ward No. 7, Wardha city",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct landmarks: Golbazar Chowk vs Kejaji Chowk); low duplicate risk.
259007.0,259011.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.954,0,0.353,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.202,"Installation of cement concrete benches at various places under Gram Panchayat Nalwadi, Ta. Dist. Wardha.",Installation of cement concrete benches at various places under Gram Panchayat Mhasala Ta. Dist. Wardha.,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Nalwadi vs Mhasala); low duplicate risk.
259005.0,259007.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.957,0,0.346,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.202,"Installation of cement concrete benches at various places under Gram Panchayat Satoda, Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Nalwadi, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Satoda vs Nalwadi); low duplicate risk.
259007.0,259009.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.951,0,0.353,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.201,"Installation of cement concrete benches at various places under Gram Panchayat Nalwadi, Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sawangi Meghe, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Nalwadi vs Sawangi Meghe); low duplicate risk.
197434.0,197468.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.871,0,0.769,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.2,Installation of cement concrete benches for citizens to sit in public places in front of Shri. Sambhaji Maharaj Garden in Ward No. 4 of Wardha city,"Installation of cement concrete benches for citizens to sit at Kejaji Chowk, Bhagat Singh Chowk, Mahavir Bagicha,Ward No. 7, Wardha city",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 4 vs 7); low duplicate risk.
259007.0,259008.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.963,0,0.222,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.2,"Installation of cement concrete benches at various places under Gram Panchayat Nalwadi, Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Paloti, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Nalwadi vs Paloti); low duplicate risk.
259007.0,259010.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.937,0,0.353,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.199,"Installation of cement concrete benches at various places under Gram Panchayat Nalwadi, Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sevagram, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Nalwadi vs Sevagram); low duplicate risk.
259004.0,259009.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.949,0,0.204,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.198,"Installation of cement concrete benches at various places under Gram Panchayat Pipri (Meghe),  Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sawangi Meghe, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Pipri (Meghe) vs Sawangi Meghe); low duplicate risk.
197435.0,197466.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.859,0,0.769,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.198,"Installation of cement concrete benches for citizens to sit in Ward No. 7 Golbazar Chowk, Government open space in Wardha city","Installation of cement concrete benches for citizens to sit in front of Namdev Matha, in Sable Plot Open Space, Ward No. 8, Wardha City",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 7 vs 8); low duplicate risk.
259004.0,259005.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.955,0,0.2,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.198,"Installation of cement concrete benches at various places under Gram Panchayat Pipri (Meghe),  Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Satoda, Ta.Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Pipri (Meghe) vs Satoda); low duplicate risk.
165243.0,167491.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.864,6,0.75,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.197,"Mauja Alodi, Dist.Wardha Mr. Dhanorkar to Shri.Baba Rao Phukte Construction of Cementing road",Construction of cement road from Shri Dinkarrao Khairkar to Shri Bapurao Kurwade house at Mauza Wagholi Ta Ashti,"Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Alodi vs Wagholi, Mauza Wagholi); low duplicate risk."
259004.0,259008.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.959,0,0.128,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.197,"Installation of cement concrete benches at various places under Gram Panchayat Pipri (Meghe),  Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Paloti, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Pipri (Meghe) vs Paloti); low duplicate risk.
259004.0,259011.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.94,0,0.204,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.196,"Installation of cement concrete benches at various places under Gram Panchayat Pipri (Meghe),  Ta.Dist. Wardha.",Installation of cement concrete benches at various places under Gram Panchayat Mhasala Ta. Dist. Wardha.,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Pipri (Meghe) vs Mhasala); low duplicate risk.
259004.0,259010.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.93,0,0.204,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.195,"Installation of cement concrete benches at various places under Gram Panchayat Pipri (Meghe),  Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sevagram, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Pipri (Meghe) vs Sevagram); low duplicate risk.
165241.0,165694.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.863,0,0.583,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.194,Mauja Dahegaon (Gosavi)T Selu Dist At Wardha Mr.Bharat Bangde to Shri.Santosh Raut house Construction of cement road ,Mauja Deulgaon Selu Dist Wardha Construction of cement road from Hamdapur Road to Satish Sonpitale to Gajanan Patle house at Wardha,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Dahegaon (Gosavi)T Selu vs Deulgaon Selu); low duplicate risk.
298635.0,303745.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Normal/Others,0.865,20,0.8,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.194,"Erection of a meeting pavilion on the Municipal Corporation's land at Hamal Talim, Bhavani Peth, within the Pune Lok Sabha constituency.","Erection of a meeting pavilion on Municipal Corporation land at Hingne Home Colony, Kothrud, Pune 52, within the Pune Lok Sabha constituency.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Hamal Talim vs Hingne Home Colony); low duplicate risk.
298634.0,303745.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Normal/Others,0.854,20,0.8,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.193,"Erection of a meeting pavilion on Municipal Corporation land at Shanipar Mandal, Kavathe Adda, within the Pune Lok Sabha constituency.","Erection of a meeting pavilion on Municipal Corporation land at Hingne Home Colony, Kothrud, Pune 52, within the Pune Lok Sabha constituency.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Shanipar Mandal vs Hingne Home Colony); low duplicate risk.
181699.0,215174.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Normal/Others,0.862,114,0.801,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.168,"Construction of Community Hall at Saroj Nagar Society, Hajari Pahad, Nagpur.","Construction of Community hall at Mouza Hajari Pahad Khasra No.89, Plot No.183, 184, nagpur","Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Saroj Nagar Society vs Hajari Pahad, Mouza Hajari Pahad); low duplicate risk."
